"","SNF2_1","SNF2_2","SNF2_3","SNF2_4","SNF2_5","WT_1","WT_2","WT_3","WT_4","WT_5"
"YIL108W",1281,1012,983,1299,709,674,795,637,985,744
"YIL107C",1170,860,810,1349,624,401,527,576,833,546
"YIL106W",1130,862,817,1245,678,504,671,531,761,589
"YIL105C",1001,760,674,1056,588,422,658,504,777,593
"YIL105W-A",0,0,0,0,0,0,0,0,0,0
"YIL104C",186,135,132,175,111,82,236,125,177,271
"YIL103W",338,284,284,361,241,167,422,259,362,460
"YIL102C-A",149,112,90,153,94,41,69,85,103,80
"YIL102C",23,19,18,21,23,7,13,12,19,11
"tT(AGU)I1",1,2,2,0,1,0,2,1,1,2
"YIL101C",619,516,408,641,330,683,628,649,983,474
"YIL100C-A",12,9,11,10,5,10,9,6,2,6
"YIL100W",5,1,2,2,1,0,0,2,5,4
"YIL099W",203,151,155,194,112,185,99,109,211,99
"YIL098C",433,357,337,437,307,203,322,276,452,320
"YIL097W",441,309,278,440,204,160,290,255,373,234
"YIL096C",153,74,86,146,81,53,206,118,143,235
"tI(AAU)I1",0,0,0,1,0,0,0,0,0,0
"YIL095W",738,504,536,726,416,236,389,362,547,376
"YIL094C",1763,1559,1399,1632,1191,1760,2572,1847,3117,2374
"YIL093C",513,522,432,518,403,364,416,419,537,453
"YIL092W",202,147,181,221,147,90,191,116,189,218
"YIL091C",170,126,135,169,113,124,453,192,227,494
"YIL090W",701,469,500,693,375,227,577,388,516,533
"YIL089W",124,88,70,113,68,28,60,71,86,51
"tE(CUC)I",0,0,0,0,0,0,0,0,0,0
"YIL088C",2329,1817,1802,2481,1448,982,1143,1147,1791,1071
"YIL087C",710,564,428,757,507,306,355,339,579,274
"YIL086C",43,36,21,62,42,14,39,24,39,24
"YIL085C",1187,954,1020,1359,767,565,947,726,971,833
"YIL084C",239,215,265,248,161,160,216,162,241,226
"YIL083C",806,602,574,813,547,343,606,423,676,655
"YIL082W-A",0,0,0,0,0,0,0,0,0,0
"YIL082W",0,0,0,0,0,0,0,0,0,0
"YIL080W",16,9,20,23,8,4,11,4,10,9
"tI(AAU)I2",0,0,0,0,0,0,0,0,0,0
"YIL079C",156,112,152,157,134,142,272,168,245,284
"YIL078W",6071,5359,6093,7223,3818,3800,5557,3972,6381,5728
"YIL077C",1260,865,853,1189,699,304,508,458,688,499
"YIL076W",2421,2016,1923,2650,1570,1125,1435,1341,2022,1444
"YIL075C",7275,6355,6738,8397,4690,4005,4479,3903,6396,4324
"YIL074C",2798,2572,2362,2970,2113,1483,1315,1148,2196,1233
"YIL073C",343,290,242,332,230,100,222,173,258,206
"YIL072W",146,119,88,136,104,46,92,78,127,104
"YIL071W-A",55,35,27,46,19,18,15,24,30,23
"YIL071C",142,103,110,166,89,77,133,130,155,113
"YIL070C",442,320,303,444,284,260,466,403,598,394
"YIL069C",2985,2584,2863,3108,2407,1892,3590,2431,3800,3653
"YIL068W-A",20,11,5,11,10,2,7,9,12,9
"YIL068C",588,447,498,643,344,202,425,333,488,394
"YIL067C",762,736,672,815,505,493,521,476,703,528
"YIL066W-A",1,2,0,2,2,1,3,2,3,3
"YIL066C",189,155,155,177,113,79,127,79,136,84
"YIL065C",888,759,680,904,637,377,439,483,737,413
"YIL064W",581,543,484,679,385,288,596,344,566,633
"YIL063C",1084,826,1030,1235,673,505,658,591,951,613
"YIL062C",2696,2073,1879,2629,1968,1302,1451,1436,2354,1431
"YIL061C",229,171,153,227,180,103,219,150,211,216
"YIL060W",5,5,3,3,2,1,0,2,6,1
"YIL059C",21,20,14,19,17,8,11,15,26,14
"YIL058W",59,44,38,62,33,30,42,29,41,47
"YIL057C",126,66,57,90,43,96,35,125,148,45
"tS(UGA)I",9,3,1,2,2,1,1,3,3,1
"YIL056W",769,650,573,779,538,742,1747,1297,1862,1508
"YIL055C",687,549,599,804,456,211,248,218,394,212
"YIL054W",7,9,10,12,10,2,2,3,12,5
"YIL053W",31109,32822,34833,33530,27028,11819,14966,11993,22010,15778
"YIL052C",7807,6843,7107,8725,5741,4652,7285,5404,8736,7738
"YIL051C",4737,4003,3995,5148,3560,3042,4433,4175,6105,4297
"YIL050W",1164,822,681,1111,643,394,596,547,771,545
"YIL049W",357,211,173,328,211,128,357,259,391,326
"YIL048W",1310,999,967,1413,762,495,840,729,998,715
"YIL047C-A",13,28,20,34,21,22,22,15,28,23
"YIL047C",585,530,526,579,351,582,921,479,913,917
"YIL046W-A",17,28,26,27,19,5,2,5,6,6
"YIL046W",1606,1439,1357,1545,1034,481,601,383,668,576
"YIL045W",526,424,437,680,359,278,399,349,586,330
"YIL044C",774,531,519,680,460,337,539,464,655,564
"YIL043C",4707,4427,4427,4677,3473,2648,2938,2287,3993,2940
"YIL042C",1494,1148,1033,1290,870,491,555,467,766,557
"YIL041W",3263,3138,3207,3715,2158,1716,1696,1522,2384,1719
"YIL040W",760,504,392,709,538,216,492,336,469,470
"YIL039W",1672,1455,1369,1792,1080,768,1094,850,1405,992
"YIL038C",990,728,826,1096,636,495,950,613,919,855
"YIL037C",143,98,106,146,103,57,112,93,115,114
"YIL036W",1774,1390,1332,1889,1032,787,1068,1018,1410,954
"YIL035C",1283,903,923,1332,728,417,896,766,1045,886
"YIL034C",1858,1574,1281,1849,1365,901,1060,1085,1853,1049
"YIL033C",3760,2919,2664,3485,2203,1801,2006,1912,2978,1733
"YIL032C",7,7,5,7,5,3,4,8,4,5
"YIL031W",713,486,595,807,403,265,563,363,580,540
"YIL030W-A",31,9,19,39,9,1,18,17,15,11
"YIL030C",1850,1508,1569,2032,1209,944,1527,1102,1754,1494
"YIL029W-A",0,0,0,1,0,2,0,0,0,0
"tK(CUU)I",0,0,0,1,0,0,0,0,1,0
"YIL029C",268,136,114,248,136,45,140,135,181,128
"YIL028W",168,123,127,130,91,77,86,73,107,96
"YIL027C",755,573,475,775,484,254,500,388,593,473
"YIL026C",750,535,574,799,375,169,332,276,373,272
"YIL025C",11,6,3,6,3,0,0,4,3,5
"YIL024C",384,291,261,344,229,73,87,87,105,120
"YIL023C",1389,1202,954,1260,933,788,750,753,1203,844
"YIL022W",2305,1711,1722,2146,1409,1101,1695,1380,2045,1551
"YIL021W",602,563,432,675,387,251,542,372,542,573
"YIL021C-A",0,0,0,0,0,0,0,0,0,0
"YIL020C-A",91,58,61,110,48,23,77,59,69,71
"YIL020C",208,179,198,224,160,157,251,141,233,250
"YIL019W",291,278,259,361,175,230,461,278,413,518
"YIL018W",20696,18391,16793,19350,13993,13765,17626,13010,22952,19292
"YIL017C",1752,1593,1568,2134,1198,875,1019,879,1411,927
"YIL016W",1265,985,1111,1491,857,433,641,523,719,665
"YIL015W",430,301,241,387,193,271,596,382,470,512
"tD(GUC)I1",0,0,0,0,1,0,0,0,0,1
"YIL014C-A",150,139,116,191,130,35,45,47,52,35
"tT(AGU)I2",0,0,0,1,0,0,0,0,0,0
"YIL014W",1284,963,917,1298,724,388,687,542,761,680
"YIL013C",324,283,322,350,207,212,333,264,423,295
"YIL012W",51,38,33,42,33,6,16,8,16,17
"YIL011W",254,165,188,243,151,308,490,348,596,477
"YIL010W",619,445,494,650,388,221,306,364,506,289
"YIL009C-A",352,257,213,316,209,133,197,190,275,181
"tD(GUC)I2",0,0,0,0,0,0,0,1,0,0
"YIL009W",558,372,410,537,289,293,730,495,566,680
"YIL008W",639,488,422,691,426,233,463,311,500,499
"YIL007C",628,488,445,542,402,253,286,306,472,311
"YIL006W",479,311,259,379,222,116,174,137,228,175
"YIL005W",1484,974,1062,1625,867,434,682,617,931,616
"YIL004C",352,287,259,370,225,152,251,210,306,230
"YIL003W",390,342,362,414,279,182,269,222,292,285
"YIL002W-A",626,520,534,658,500,205,394,347,501,370
"YIL002C",887,656,740,938,540,377,582,499,708,553
"YIL001W",248,188,204,263,170,78,197,150,196,169
"YIR001C",526,361,388,488,292,189,313,264,429,315
"YIR002C",718,586,689,894,479,335,520,423,627,507
"YIR003W",1768,1389,1531,1928,1035,798,968,885,1318,884
"YIR004W",1547,1168,1261,1769,929,575,1072,797,1118,990
"YIR005W",131,67,94,112,86,26,61,64,86,61
"YIR006C",3784,3323,3656,4188,2543,2362,2234,1805,3080,2187
"tE(UUC)I",0,0,0,0,0,0,0,1,1,0
"YIR007W",915,720,687,962,568,306,443,385,578,425
"YIR008C",542,429,393,556,314,202,346,275,374,305
"YIR009W",177,153,151,206,165,91,180,138,208,183
"YIR010W",663,443,457,685,368,234,383,329,436,437
"YIR011C",1184,944,853,1176,770,517,830,629,894,814
"YIR012W",1030,837,813,970,689,677,1112,714,1036,1310
"YIR013C",14,9,5,8,7,6,11,5,6,1
"YIR014W",139,116,136,153,72,46,82,54,116,64
"YIR015W",264,211,238,282,119,94,116,83,152,108
"YIR016W",1789,1461,1335,1757,1097,933,683,850,1501,730
"YIR017C",5,3,5,10,3,1,3,0,3,0
"YIR017W-A",10,5,6,11,5,1,3,1,2,0
"YIR018W",281,272,274,304,198,100,162,81,174,141
"YIR018C-A",89,66,79,130,47,8,35,31,47,39
"YIR019C",361,306,234,371,240,131,139,137,162,130
"ICR1",208,197,215,253,131,75,124,108,158,100
"YIR020C",0,0,0,0,0,0,0,0,0,0
"YIR020W-A",0,0,0,0,0,0,0,0,0,0
"PWR1",0,0,0,0,0,0,0,0,0,0
"YIR020C-B",1,0,0,1,0,0,0,0,0,1
"YIR021W",274,223,189,276,228,114,174,157,212,193
"YIR021W-A",6,2,0,4,4,1,1,3,4,4
"YIR022W",1357,1239,1292,1568,1060,599,825,674,1134,792
"YIR023W",586,450,397,550,363,245,481,295,452,468
"YIR023C-A",2,1,2,5,1,0,6,2,7,2
"YIR024C",320,252,298,361,233,133,214,206,308,192
"YIR025W",459,483,402,590,388,217,236,227,313,275
"YIR026C",829,687,676,917,514,498,849,558,771,896
"YIR027C",172,136,110,138,114,27,27,26,60,29
"YIR028W",265,184,191,297,172,45,64,72,99,84
"YIR029W",404,331,310,440,262,153,173,145,235,138
"YIR030C",67,37,40,60,42,14,26,25,53,36
"YIR030W-A",5,5,3,3,3,0,5,2,3,1
"YIR031C",324,200,185,272,147,131,199,144,207,203
"YIR032C",126,93,78,148,96,21,29,41,44,33
"YIR033W",2189,1615,1644,2598,1234,1074,1651,1418,1730,1638
"YIR034C",652,513,512,581,433,787,574,682,1198,523
"YIR035C",798,748,771,866,612,895,842,664,1518,902
"YIR036C",1351,1189,1262,1277,1007,672,496,472,895,488
"YIR036W-A",1,0,0,3,1,1,0,1,2,0
"YIR037W",2542,1855,1762,2385,1719,785,1160,1199,1751,1155
"YIR038C",1626,1364,1355,1677,1153,663,614,738,1039,588
"YIR039C",847,666,561,782,481,180,175,243,310,168
"YIR040C",12,11,6,8,4,4,1,1,0,3
"YIR041W",23,6,16,21,19,4,4,6,11,5
"YIR042C",497,337,286,469,268,78,88,111,154,132
"YIR043C",43,20,39,40,21,2,12,8,15,10
"YIR044C",9,7,8,6,7,0,2,3,4,4
"YCL076W",0,0,0,0,0,0,0,0,0,0
"YCL075W",0,0,0,0,0,0,0,0,0,0
"YCL074W",0,0,0,0,0,0,0,0,0,0
"YCL073C",0,0,0,0,0,0,0,0,0,0
"YCL069W",0,0,0,0,1,0,0,0,0,0
"YCL068C",0,0,0,0,0,0,0,0,0,0
"YCL067C",0,0,0,0,0,0,0,0,0,0
"YCL066W",0,0,0,0,0,0,0,0,0,0
"YCL065W",0,0,0,0,0,0,0,0,0,0
"YCL064C",2551,1896,1828,2401,1499,2431,4574,3890,5241,4295
"YCL063W",884,644,574,888,543,206,391,299,385,409
"YCL061C",578,494,508,668,322,177,269,219,371,262
"YCL059C",1417,1038,1297,1846,802,648,1355,926,1278,1544
"YCL058C",99,22,44,70,12,8,35,37,28,39
"YCL058W-A",0,0,0,0,0,0,0,0,0,0
"YCL057C-A",1891,1632,1356,1885,1526,846,822,721,1242,918
"YCL057W",2692,2392,2522,3048,1902,1137,1321,1230,1892,1265
"YCL056C",440,295,312,459,305,98,211,172,231,143
"YCL055W",558,370,400,528,331,145,240,191,284,226
"YCL054W",517,379,536,602,311,321,1066,424,652,1314
"YCL052C",1384,1000,1005,1300,729,556,747,661,976,764
"YCL051W",2072,1478,1452,1979,1281,778,1066,935,1433,991
"YCL050C",2716,2342,2361,2883,1915,1499,2416,1853,2914,2278
"YCL049C",1844,1387,1429,1779,1146,624,709,668,1006,688
"YCL048W-A",47,43,17,43,23,5,5,5,16,5
"YCL048W",139,92,80,114,59,11,18,15,27,21
"YCL047C",336,208,245,344,204,111,199,173,270,180
"YCL045C",3033,2368,2422,3296,1860,1215,1931,1446,2294,1833
"YCL046W",4,1,0,5,0,1,0,0,1,0
"YCL044C",783,683,512,955,489,290,319,304,449,307
"YCL043C",15336,16432,15774,16603,12176,8055,6613,6394,11418,7282
"YCL041C",11,10,16,16,8,2,10,9,13,8
"YCL042W",31,14,19,22,13,12,9,16,16,10
"YCL040W",24941,23103,22219,24290,17772,20148,14339,18075,28648,13452
"YCL039W",1708,1358,1252,1685,1028,706,726,633,1053,799
"YCL038C",914,643,734,964,533,400,456,447,647,459
"YCL037C",9,17,17,14,10,29,25,30,34,34
"YCL036W",55,46,48,53,31,71,150,63,115,203
"YCL035C",1795,1707,1673,1949,1598,885,975,1123,1882,930
"YCL034W",2584,2161,2135,2688,1726,1244,1218,1165,1808,1232
"YCL033C",932,847,750,934,797,587,465,444,844,462
"YCL032W",1070,844,772,1177,635,450,549,462,777,514
"YCL031C",1019,777,803,1228,649,408,876,618,862,864
"YCL030C",1692,1653,1798,1668,1305,5355,2104,2956,7185,2026
"YCL029C",641,545,554,654,443,289,429,287,481,443
"YCL028W",2115,1789,1564,1927,1515,1195,1377,1109,1901,1473
"YCL027W",270,241,214,275,177,58,76,69,114,58
"YCL026C-B",398,353,312,468,297,129,101,113,200,101
"YCL026C-A",48,29,32,52,27,14,31,20,24,23
"YCL025C",1021,733,724,1005,558,2540,1420,1851,2547,1425
"YCL023C",2,1,1,1,6,0,0,0,0,2
"YCL024W",256,209,266,336,172,85,128,95,105,139
"YCL022C",0,0,0,0,0,0,0,0,0,0
"tE(UUC)C",0,0,0,0,0,0,0,0,0,0
"YCL021W-A",47,34,36,57,34,38,72,50,78,100
"YCL019W",0,0,0,0,0,0,1,0,1,0
"YCL020W",0,0,0,0,0,0,0,0,0,0
"tL(CAA)C",0,0,0,0,0,0,0,0,0,0
"YCL018W",0,0,0,0,0,0,0,0,0,0
"YCL017C",1498,1351,1353,1593,1014,832,912,735,1147,917
"YCL016C",504,377,322,455,269,150,240,172,306,237
"YCL014W",458,321,390,611,249,174,315,227,324,282
"YCL012C",249,186,139,253,142,99,143,131,204,164
"YCL011C",4045,3233,3444,4290,2407,1967,2675,2102,3178,2741
"YCL010C",732,692,661,781,413,494,457,346,627,509
"YCL009C",5813,5955,6077,6291,4374,4479,2959,2608,5190,3361
"YCL008C",1272,1259,1116,1370,961,843,686,579,1002,765
"YCL007C",23,7,16,8,13,5,14,4,14,10
"YCL005W-A",356,323,340,456,252,163,219,175,292,214
"snR43",208,119,106,173,129,49,121,86,129,114
"YCL005W",792,604,486,644,503,361,532,427,678,562
"YCL004W",332,258,227,341,183,117,229,187,282,195
"YCL002C",492,356,344,433,324,202,358,261,425,343
"YCL001W",1335,942,858,1305,801,385,804,678,949,759
"YCL001W-A",21,13,17,19,11,2,12,8,10,9
"YCL001W-B",47,32,31,36,30,8,23,16,17,16
"YCR001W",45,28,39,54,27,7,35,19,30,30
"YCR002C",1930,1360,1267,1816,1143,518,981,890,1235,877
"YCR003W",451,310,326,461,276,183,337,301,343,283
"YCR004C",4312,3615,3529,4638,2517,1666,1852,1999,2998,1625
"YCR005C",4123,2369,2224,3502,1926,458,1637,935,1214,1303
"YCR006C",106,81,57,98,42,28,37,24,31,28
"tP(AGG)C",4,7,2,4,3,1,0,1,1,0
"YCR007C",269,182,214,261,171,120,103,103,253,99
"tN(GUU)C",0,0,1,0,0,0,0,1,0,0
"YCR008W",1591,1237,1165,1847,922,618,1236,1016,1284,1089
"YCR009C",2053,1824,1874,2283,1444,1036,1307,1206,2094,1169
"YCR010C",312,198,142,336,166,69,71,60,121,65
"YCR011C",2160,2039,2139,2640,1379,1142,1349,1283,1722,1234
"YCR012W",49614,47884,49905,46391,33427,29529,31623,27177,51967,32164
"YCR013C",1177,712,915,1003,985,347,935,850,1207,842
"YCR014C",313,209,254,341,188,111,177,169,190,176
"YCR015C",185,103,130,208,98,64,105,97,136,90
"snR33",238,138,234,266,210,68,213,184,206,150
"tG(GCC)C",0,0,0,0,0,0,0,0,0,0
"YCR016W",472,322,365,503,267,177,592,359,419,597
"YCR017C",3844,3207,3159,3959,2525,1784,2381,1789,2914,2271
"YCR018C",166,107,115,147,81,128,338,253,319,309
"tM(CAU)C",0,0,0,0,0,0,0,0,0,0
"tK(CUU)C",0,0,0,0,0,0,0,0,0,0
"YCR018C-A",23,17,9,21,13,3,14,7,15,7
"YCR019W",378,336,318,361,254,143,207,154,230,217
"YCR020C",53,62,35,70,41,21,45,50,68,52
"YCR020C-A",284,275,204,321,227,110,185,145,242,194
"YCR020W-B",105,68,89,117,58,35,105,77,91,119
"YCR021C",287,263,250,265,199,847,742,375,2606,620
"YCR022C",37,32,23,34,23,5,24,12,20,15
"YCR023C",769,641,667,808,469,341,529,398,576,456
"YCR024C",577,395,388,543,329,125,262,220,319,198
"YCR024C-B",3240,1819,2447,2705,2229,2181,4676,3581,4959,4793
"YCR024C-A",1351,956,881,1377,792,862,2251,1674,2140,2175
"YCR025C",225,167,166,197,153,21,22,31,28,25
"YCR026C",1213,1256,1074,1365,865,456,589,448,735,612
"YCR027C",414,299,274,384,209,139,193,188,214,179
"tQ(UUG)C",0,0,0,0,0,0,0,0,0,1
"YCR028C",641,465,481,572,339,295,415,293,454,375
"YCR028C-A",1790,1428,1269,1893,1131,682,1231,1038,1499,1187
"YCR030C",1649,1345,1369,1879,986,900,952,786,1314,827
"snR65",12,4,12,13,20,2,15,10,11,10
"YCR031C",15935,13566,12851,14982,13180,9690,14563,10738,18375,16272
"snR189",5,9,9,11,16,1,11,5,12,9
"YCR032W",632,546,528,795,438,321,463,358,555,417
"YCR033W",1541,1250,1286,1774,917,640,1057,783,1033,1018
"YCR034W",1583,1255,973,1745,992,896,1634,1145,1758,1684
"YCR035C",826,665,662,846,522,373,678,480,659,714
"YCR036W",1240,869,919,1366,719,386,641,680,854,563
"YCR037C",1105,898,815,1076,639,564,760,686,967,705
"YCR038C",292,271,226,321,230,130,198,177,309,203
"YCR038W-A",0,0,0,0,0,0,0,0,0,0
"YCR039C",0,0,0,0,0,0,0,0,0,0
"YCR040W",0,0,0,0,0,0,0,0,0,0
"YCR041W",0,0,0,0,0,0,0,0,0,0
"YCR042C",1252,1037,1196,1506,881,484,841,617,866,856
"YCR043C",519,413,398,599,366,265,468,352,485,442
"YCR044C",1203,1028,973,1204,854,459,608,598,864,688
"YCR045C",356,306,292,329,211,202,274,232,357,294
"YCR045W-A",0,0,0,0,0,0,0,0,0,0
"YCR046C",989,757,741,870,701,591,665,630,904,660
"YCR047C",487,387,362,494,283,225,477,230,312,608
"YCR047W-A",0,0,0,0,0,0,0,0,0,0
"YCR049C",1,4,1,3,0,1,2,2,0,0
"YCR048W",1196,1086,1188,1212,823,738,711,469,907,877
"YCR050C",4,1,9,8,7,4,4,3,2,3
"YCR051W",2365,2030,2053,2363,1683,1650,1845,1200,2055,2369
"YCR052W",1528,1309,1305,1487,1119,1017,1023,858,1364,1167
"YCR053W",4333,3667,3674,4554,2776,2550,3373,2650,4295,3286
"YCR054C",139,103,91,141,80,71,112,92,102,119
"YCR057C",460,332,341,442,289,376,1182,523,728,1238
"YCR059C",1331,1167,1219,1331,1015,783,843,581,1051,982
"YCR060W",509,415,386,492,411,248,260,215,406,273
"YCR061W",867,768,678,818,541,494,368,372,622,343
"tS(CGA)C",0,0,0,0,0,1,0,0,2,0
"YCR064C",4,3,3,4,1,3,7,2,6,2
"YCR063W",38,42,26,48,35,24,37,21,32,29
"YCR065W",491,513,498,615,390,180,289,187,314,294
"YCR066W",303,240,257,292,203,88,238,164,224,207
"YCR067C",1579,1251,1161,1558,881,755,1064,768,1255,945
"YCR068W",540,430,420,478,269,380,307,248,413,254
"YCR069W",2655,2152,2147,2728,1923,1105,1283,1200,2007,1185
"YCR071C",411,322,281,482,268,171,280,302,363,316
"YCR072C",86,59,73,83,50,109,282,123,148,347
"YCR073C",1243,1010,890,1307,715,577,716,662,913,745
"YCR073W-A",1481,1541,1382,1728,1080,952,676,698,1195,762
"YCR075C",650,477,425,662,449,228,310,276,376,323
"YCR075W-A",479,358,349,487,372,216,230,200,344,259
"YCR076C",723,592,622,714,526,273,350,302,458,318
"YCR077C",2542,1846,1879,2655,1285,1372,2012,1501,2175,1863
"YCR079W",1497,1090,972,1333,785,452,577,450,738,507
"YCR081W",214,175,216,245,123,114,201,141,204,185
"YCR081C-A",0,0,0,0,0,0,0,0,0,0
"YCR082W",1065,784,764,1128,702,400,623,576,810,540
"YCR083W",450,429,328,487,308,289,263,234,410,307
"YCR084C",2501,2012,2035,2544,1452,1607,2263,1521,2452,2304
"YCR085W",25,11,11,12,11,9,11,12,13,15
"YCR086W",206,148,142,189,154,76,136,116,151,108
"YCR087W",1,1,0,1,1,0,4,0,1,2
"YCR087C-A",0,0,0,0,0,0,0,0,0,0
"YCR088W",3391,2885,3570,3930,2294,1682,1713,1760,2846,1559
"YCR089W",877,660,487,845,523,356,378,307,441,414
"YCR090C",633,506,557,721,486,321,511,469,660,523
"YCR091W",968,770,700,912,528,382,466,503,728,353
"YCR092C",486,322,374,483,280,211,416,310,395,380
"YCR093W",1577,1174,1218,1692,865,732,1435,1103,1534,1336
"YCR094W",625,551,527,687,431,224,390,323,488,384
"YCR095C",383,254,286,467,223,74,255,221,259,291
"YCR095W-A",19,12,22,12,5,6,10,4,17,9
"YCR096C",0,0,0,0,0,0,0,0,0,0
"YCR097W",452,185,270,457,231,75,261,266,287,194
"YCR097W-A",0,0,0,0,0,0,0,0,0,0
"tT(AGU)C",1,0,0,0,0,0,0,0,0,0
"YCR098C",127,84,91,110,66,71,64,74,102,59
"YCR099C",149,104,91,151,81,38,69,90,122,68
"YCR100C",133,129,122,156,93,55,77,74,88,73
"YCR101C",40,12,34,37,19,10,27,12,36,15
"YCR102C",173,134,124,169,79,64,88,93,96,91
"YCR102W-A",8,4,9,15,7,1,4,3,6,3
"YCR104W",39,47,29,44,26,31,16,12,45,25
"YCR105W",196,159,113,190,127,94,107,102,140,90
"YCR106W",158,156,172,181,81,95,114,92,153,130
"YCR107W",337,253,250,322,221,113,152,113,173,160
"YCR108C",0,0,0,0,0,0,0,0,0,0
"YFL068W",0,0,0,0,0,0,0,0,0,0
"YFL067W",36,30,23,34,15,12,4,4,13,9
"YFL066C",7,9,7,8,2,2,2,1,4,0
"YFL065C",2,2,2,1,0,0,0,0,0,0
"YFL064C",2,1,0,2,0,2,0,1,0,0
"YFL063W",2,0,0,1,0,0,0,0,0,0
"YFL062W",3,3,2,11,4,0,3,4,2,0
"YFL061W",12,7,9,10,0,5,3,7,8,7
"YFL060C",22,13,18,21,15,4,11,6,9,6
"YFL059W",120,99,67,107,66,27,25,18,36,33
"YFL058W",13,13,11,17,10,0,2,3,1,0
"YFL057C",171,156,154,195,150,57,110,70,122,117
"YFL056C",205,162,155,179,116,64,111,91,128,120
"YFL055W",337,309,235,333,190,112,120,121,142,93
"YFL054C",2508,1749,1475,2283,1139,466,336,530,661,316
"YFL053W",104,94,98,121,55,103,96,111,136,93
"YFL052W",229,189,133,220,93,144,172,147,239,158
"YFL051C",150,94,77,141,68,74,93,85,123,74
"YFL050C",585,476,407,614,316,229,335,271,413,345
"YFL049W",1132,840,758,1234,606,302,533,467,636,560
"YFL048C",1665,1332,1310,1747,986,668,924,823,1250,882
"YFL047W",667,429,422,613,336,225,445,368,458,398
"YFL046W",605,490,456,602,390,190,339,279,424,331
"YFL045C",3737,3076,3369,3862,2592,1952,3543,2697,4227,3499
"YFL044C",518,491,418,452,359,336,313,319,548,288
"YFL042C",1917,1625,1507,2022,1190,883,885,781,1272,799
"YFL041W-A",150,96,99,157,101,35,63,68,87,56
"YFL041W",1531,1350,1461,1752,993,589,784,616,938,825
"YFL040W",256,171,143,235,145,61,105,91,112,75
"YFL039C",26048,25094,24568,27586,18238,13834,14376,12963,22579,14784
"YFL038C",8121,7173,6939,8105,6125,3992,4186,3542,5878,4664
"YFL037W",5541,4914,4878,5420,3627,3136,3647,2862,4585,3583
"RUF21",89,13,35,66,15,5,51,46,37,54
"YFL036W",1828,1301,1422,1853,1033,881,1296,1148,1557,1290
"YFL034C-B",526,396,387,507,356,204,375,278,402,371
"YFL034C-A",507,403,403,462,389,263,714,466,727,685
"YFL034W",1106,982,1084,1354,732,454,683,524,777,652
"YFL033C",1289,894,947,1272,675,617,903,686,961,870
"YFL032W",1,1,8,8,7,6,5,3,6,5
"YFL031W",2264,2959,2438,2680,1835,1545,1685,1389,2656,1830
"YFL031C-A",159,106,153,188,118,38,129,125,147,132
"YFL030W",520,439,392,535,345,188,158,181,342,156
"YFL029C",946,777,770,1059,702,443,512,451,718,541
"YFL028C",825,735,701,878,572,395,458,440,637,512
"YFL027C",476,377,332,506,325,175,307,234,342,313
"YFL026W",1836,1640,1370,1861,1212,1213,2687,1760,2057,2760
"YFL025C",486,343,361,502,286,205,392,306,406,359
"YFL024C",1160,897,701,1105,703,383,686,618,822,644
"YFL023W",203,153,210,232,140,137,448,223,287,566
"YFL022C",2594,2497,2515,2837,2055,1775,2500,1873,2930,2539
"YFL021C-A",88,78,53,110,65,19,20,16,19,16
"YFL021W",527,436,366,604,354,353,238,301,403,231
"YFL020C",70,44,43,48,34,11,8,11,17,12
"YFL019C",35,30,17,43,21,10,10,8,12,10
"tP(UGG)F",0,0,0,0,0,0,0,0,0,0
"YFL018C",4637,3703,3845,4729,3083,2536,2590,2454,3965,2455
"YFL017W-A",359,265,267,378,235,111,172,161,255,189
"YFL017C",498,443,442,602,370,249,308,304,396,336
"YFL016C",1711,1392,1316,1773,1072,1100,1192,884,1615,1273
"YFL015W-A",0,1,0,0,0,0,0,0,0,0
"YFL015C",28,14,10,35,10,3,2,4,7,0
"YFL014W",38,32,22,37,16,82,52,91,134,20
"YFL013W-A",21,10,6,24,10,4,6,8,13,4
"YFL013C",546,423,464,614,307,252,312,253,416,334
"YFL012W-A",1,0,0,1,0,1,0,0,1,0
"YFL012W",23,13,11,14,2,3,10,8,9,6
"YFL011W",41,23,24,28,29,19,11,17,31,19
"YFL010W-A",247,197,226,347,194,116,140,122,188,129
"YFL010C",1974,2131,1859,2148,1563,1322,990,924,1640,1202
"YFL009W",1000,774,778,1106,617,375,643,489,670,611
"YFL008W",942,824,993,1354,565,273,424,335,513,468
"YFL007W",1790,1560,1609,1984,1189,1036,1428,1181,1631,1407
"YFL005W",2982,2284,2306,2927,1999,1315,1773,1565,2452,1863
"RUF20",240,111,146,197,124,38,146,150,139,134
